,plsnt,attnt,snst,aptit,polarity_intense
เยียวยา,0.0,0.924,0.0,0.978,0.634
คอฟฟี่,0.807,0.91,0.0,0.0,0.572
ปรับเปลี่ยน,0.033,0.234,-0.08,0.274,0.154
การดำเนินคดี,-0.91,0.0,-0.8,0.0,-0.57
ชำระล้าง,0.174,0.446,0.496,-0.47,-0.115
คะเน,-0.146,0.282,0.012,-0.195,-0.024
แค็ปซูล,0.0,0.0,0.868,-0.84,-0.569
ทะเลอาหรับ,0.0,0.943,0.0,0.0,0.314
รายเดือน,-0.08,0.244,-0.09,0.141,0.072
ผู้บันทึก,0.728,0.0,0.0,0.937,0.555
โชคดี,0.894,0.417,0.0,0.862,0.724
แฟชั่น,0.068,0.0,0.014,0.055,0.036
ขั้นแรก,0.043,0.118,0.085,0.126,0.067
รถหวานเย็น,0.123,0.19,-0.11,0.183,0.129
ผ้าดิบ,0.839,-0.75,0.0,0.0,0.53
ชั้นใต้ดิน,0.0,0.089,0.0,0.0,0.03
ความมีมารยาท,0.0,0.064,-0.02,0.44,0.161
ตัวเอก,0.0,0.0,-0.99,-0.96,-0.65
แพนเค้ก,0.0,-0.11,0.0,0.0,0.037
แกะห่อ,-0.96,0.0,0.69,-0.84,-0.83
ผ่อนปรน,0.342,-0.018,0.12,0.04,0.093
อเนกประสงค์,0.196,0.129,-0.06,0.184,0.15
ชนชั้นกรรมาชีพ,-0.04,0.136,-0.11,0.119,0.035
บังคับใช้,-0.88,0.0,0.977,-0.81,-0.889
เครื่องฉายสไลด์,-0.03,0.133,-0.07,0.214,0.082
มิวออน,0.048,0.0,0.0,0.092,0.047
โป้ง,0.0,0.0,0.754,-0.78,-0.511
คุณลักษณะ,0.169,0.12,0.109,0.226,0.135
ค่าเลี้ยงดู,-0.79,0.0,-0.93,0.0,-0.573
กลืนน้ำลาย,0.886,0.999,0.0,0.0,0.628
ลอกแบบ,0.0,0.809,0.0,0.76,0.523
เติบโตอย่างรวดเร็ว,0.709,0.0,0.0,0.709,0.473
หลอดไฟ,0.761,0.603,-0.21,0.333,0.496
พาราฟิน,0.072,0.065,-0.06,0.144,0.074
จุดทศนิยม,0.049,0.113,0.107,0.162,0.072
ความเป็นแม่,0.342,-0.332,-0.09,0.418,0.334
จำไม่ได้,-0.77,0.0,0.981,-0.52,-0.757
ลมทะเล,0.89,0.0,0.0,0.904,0.598
ไพ่ดอกจิก,0.202,-0.04,0.0,0.0,0.081
เสียงกรน,-0.15,-0.06,0.0,-0.08,-0.057
กระเช้า,0.547,-0.69,0.0,0.52,0.586
แผ่นกระดาน,0.819,0.791,0.0,0.0,0.537
คุ้น,0.696,-0.305,0.0,0.814,0.605
กลิ่นหอม,0.966,-0.97,0.0,0.0,0.645
กระทืบ,0.46,0.369,0.405,0.032,0.152
บริษัทตัวแทน,0.065,0.235,-0.11,0.184,0.125
ไฟเบอร์,0.0,0.0,0.76,-0.79,-0.517
การทอดทิ้ง,-0.455,0.0,0.07,-0.375,-0.3
ผู้รายงาน,0.713,0.812,0.0,0.0,0.508
เกี่ยวกับทะเล,0.0,0.0,-0.06,-0.08,-0.047
เอกชน,0.046,0.469,-0.035,0.563,0.348
เผย,0.92,0.0,0.0,0.902,0.607
นักพยากรณ์,-0.03,0.0,-0.05,0.0,-0.027
นอนก้น,-0.77,0.0,0.511,-0.53,-0.604
ขาดทุน,-0.87,-0.66,0.98,-0.76,-0.65
การฆาตกรรม,0.0,0.0,-0.96,-0.82,-0.593
ซิกแซ็ก,0.036,0.103,0.0,0.154,0.098
เคี้ยวเอื้อง,-0.73,0.0,-0.72,0.0,-0.483
อพาร์ทเมนท์,0.0,-0.06,0.0,0.0,0.02
ความหลากหลายทางชีวภาพ,0.0,0.926,0.0,0.832,0.586
แกสตริน,0.685,-0.89,0.0,0.765,0.78
ฟลูออไรด์,0.0,0.0,0.813,-0.95,-0.588
น้ำเมา,0.11,-0.01,0.0,0.0,0.04
ถนนเลี่ยงเมือง,0.896,0.0,0.0,0.709,0.535
เป็นรูปเป็นร่าง,0.036,0.127,0.019,0.225,0.123
สำนักความคิด,0.95,-0.77,0.0,0.578,0.766
อัยยิกา,0.826,0.862,0.0,0.0,0.563
ลายเซ็น,-0.015,0.058,-0.02,0.08,0.034
เทปเสียง,0.705,-0.76,0.0,0.0,0.488
การยืม,-0.99,0.0,-0.75,0.0,-0.58
หัวหงอก,0.0,0.0,-0.8,-0.845,-0.548
ครีมโกนหนวด,0.046,-0.66,0.0,0.365,0.357
เนื้อเรื่อง,0.0,0.0,0.0,0.162,0.054
ระบบการทำงาน,0.069,0.14,-0.06,0.108,0.086
ถ้วย,0.093,-0.02,0.0,0.056,0.056
การเน่า,-0.95,0.0,-0.7,-0.96,-0.87
ขยายสาขา,0.0,0.174,-0.08,0.302,0.132
บกพร่อง,-0.758,0.078,0.287,-0.678,-0.548
คำมั่น,0.241,0.045,-0.133,0.407,0.187
ผู้สัมภาษณ์,-0.62,0.0,0.632,-0.78,-0.677
ค่า,0.011,0.345,-0.027,0.313,0.214
อดออม,0.953,-0.65,0.0,0.866,0.823
โพเดียม,0.0,0.0,-0.76,-0.82,-0.527
ท้าพนัน,0.0,0.0,-0.86,-0.86,-0.573
ทำนาย,0.048,0.074,0.0,0.0,0.041
กรรมการก,-0.82,0.0,0.81,-0.61,-0.747
ชาวสเปน,0.026,0.037,0.0,0.106,0.056
การสึกหรอ,-0.89,0.168,-0.6,0.05,-0.424
หน้าหนังสือ,0.912,0.749,0.0,0.0,0.554
วิธี,-0.455,0.091,-0.425,0.07,-0.24
ผู้สงสัย,0.015,-0.49,0.475,0.007,0.012
ผู้ประสานงาน,0.0,0.115,0.0,0.0,0.038
แห้งแล้ง,0.0,-0.02,0.486,-0.458,-0.308
ห้องชุด,0.029,0.073,-0.05,0.043,0.032
นักธุรกิจ,0.0,0.123,-0.07,0.097,0.05
แนว,-0.109,0.116,0.209,-0.137,-0.113
บุก,-0.1,0.0,-0.11,-0.2,-0.137
ซักค้าน,-0.21,0.16,-0.19,0.057,-0.061
อินเทอร์เน็ต,-0.09,-0.03,0.061,0.0,-0.04
เทคนิค,0.931,0.836,0.0,0.0,0.589
วันทยาวุธ,0.728,0.788,0.0,0.0,0.505
ไข่ดาว,0.0,-0.11,0.0,0.0,0.037
ระดับต่ำ,-0.447,0.377,0.027,0.083,-0.005
ช่องเขา,0.855,0.741,0.0,0.862,0.819
เนื้องอก,-0.71,0.0,0.0,-0.89,-0.533
มอเตอร์ไฟฟ้า,0.67,-0.91,0.0,0.805,0.795
อักโข,-0.043,-0.214,-0.02,0.338,0.163
ของกระจุกกระจิก,0.048,0.0,0.0,0.092,0.047
ริอ่าน,-0.05,0.29,-0.06,0.158,0.113
เอะอะ,-0.64,0.0,0.941,-0.66,-0.747
ปราสาท,0.0,0.105,0.0,0.076,0.06
โซเดี้ยม,-0.03,0.0,0.0,-0.08,-0.037
เขตชานเมือง,0.364,0.507,0.01,0.396,0.419
ก่อนเพื่อน,0.082,0.191,0.0,0.198,0.157
กระเป๋าเงิน,0.0,0.142,0.0,0.0,0.047
การชันสูตรพลิกศพ,-0.06,0.09,-0.14,-0.15,-0.087
ครก,0.0,0.0,-0.95,-0.72,-0.557
กระติก,0.619,-0.83,0.0,0.912,0.787
วันพ่อ,0.108,-0.04,0.043,0.065,0.057
การขอร้อง,-0.82,0.0,0.72,-0.53,-0.69
ลาย,0.394,0.075,0.008,0.238,0.233
ระทึก,-0.56,0.0,-0.477,-0.593,-0.543
การวินิจฉัย,0.906,-0.67,0.0,0.7,0.759
คิดคำนวณ,0.047,0.148,0.0,0.107,0.101
มา,-0.03,0.212,-0.17,0.33,0.114
ไทเป,-0.65,0.0,0.505,-0.91,-0.688
ขี้หมา,0.0,0.0,0.943,-0.8,-0.581
ใส่นม,0.951,-0.97,0.0,0.639,0.853
ปฏิกิริยาเคมี,-0.84,0.0,-0.82,0.0,-0.553
คณิตตรรกศาสตร์,0.629,-0.79,0.0,0.758,0.726
หลักเขต,0.0,0.812,0.0,0.898,0.57
ผี,0.0,0.0,-0.79,-0.73,-0.507
ที่ทิ้งขยะ,0.0,0.0,0.0,-0.08,-0.027
รอดชีวิต,0.855,0.841,0.0,0.0,0.565
หมดหวัง,-0.87,0.0,0.943,-0.86,-0.891
มาทัน,0.378,0.388,-0.21,0.203,0.253
อาลัย,-0.925,0.0,0.729,-0.92,-0.858
ฤดี,0.721,0.792,-0.08,0.362,0.598
ยาฆ่าเชื้อ,0.0,-0.01,-0.05,-0.11,-0.05
การแปลง,0.556,-0.92,0.0,0.762,0.746
ทางวิทยาศาสตร์,-0.06,0.193,0.0,0.224,0.119
สิบสาม,0.0,0.0,0.063,-0.03,-0.031
สะดวก,0.149,0.239,0.107,0.118,0.133
อิสตรี,0.632,0.645,-0.24,0.295,0.444
หาได้ยาก,-0.97,0.0,0.0,-0.87,-0.613
ขอบคุณครับ,0.723,0.0,0.0,0.769,0.497
ความต้องการทางเพศ,0.664,-0.8,0.0,0.918,0.794
ความสูญเสีย,-0.002,0.47,0.442,-0.435,-0.136
จุดสังเกต,0.0,0.812,0.0,0.898,0.57
เห็นว่า,0.721,0.858,0.0,0.0,0.526
ผู้เช่า,0.0,0.711,0.0,0.759,0.49
เก้าอี้ไฟฟ้า,0.0,0.0,0.869,0.0,-0.29
คนขี้กลัว,0.78,0.719,0.0,0.0,0.5
เขาสัตว์,0.063,0.089,0.036,0.146,0.087
สดับ,0.0,0.0,0.0,0.097,0.032
เทียนขาว,0.0,0.0,-0.76,-0.72,-0.493
กาล,0.23,0.062,-0.093,0.624,0.274
หยุดกลางคัน,0.0,0.0,0.764,-0.97,-0.578
เซนต์,0.658,0.684,-0.027,0.058,0.458
จักรวรรดินิยม,-0.65,0.0,0.691,-0.54,-0.627
ขอบล้อ,0.0,0.0,0.919,-0.74,-0.553
วงเล็บปีกกา,0.8,-0.97,0.0,0.512,0.761
กรุงโตเกียว,0.0,0.0,0.0,0.073,0.024
ปืนพก,-0.53,0.0,0.263,-0.827,-0.54
ถนัด,0.0,0.894,0.0,0.916,0.603
แม่ค้า,0.0,0.17,0.0,0.101,0.09
เปล่งปลั่ง,0.637,-0.71,0.0,0.932,0.76
อัยกา,0.0,0.08,0.016,0.103,0.056
ทำให้เป็นกรด,-0.7,0.0,0.518,-0.51,-0.576
อุปกรณ์,0.194,0.039,0.0,0.37,0.201
ปะทุ,-0.27,0.035,0.506,-0.275,-0.339
คง,-0.05,0.085,0.0,0.098,0.044
ถุงพลาสติก,0.095,0.0,0.0,0.0,0.032
ตัวละครหญิง,0.681,-0.57,0.0,0.632,0.628
สวนพฤกษศาสตร์,0.026,0.0,0.0,0.073,0.033
ให้ยา,0.0,0.0,0.868,-0.89,-0.586
ทำไร่ทำนา,0.0,0.229,-0.09,0.187,0.109
อย่างวีรบุรุษ,0.743,0.0,0.0,0.885,0.543
เปลี่ยนสี,0.03,-0.005,0.023,0.057,0.023
ปั้นเหน่ง,0.059,-0.04,0.014,0.0,0.028
แว่นตากันแดด,0.0,0.0,0.919,-0.78,-0.566
เค็ม,-0.05,0.07,0.0,0.062,0.027
ไม่ไว้ใจ,-0.4,0.0,-0.43,-0.06,-0.297
อิด,-0.022,0.045,0.39,-0.274,-0.214
บุคลิกลักษณะ,0.797,0.964,0.0,0.0,0.587
น้ำมันดีเซล,0.855,-0.86,0.0,0.0,0.572
รายการอาหาร,0.146,0.095,-0.04,0.0,0.067
นำแสดง,0.441,-0.001,0.244,0.133,0.11
กระดูกฝ่าเท้า,0.681,-0.63,0.0,0.647,0.653
เลิกกัน,-0.37,0.0,-0.385,-0.8,-0.518
กรวย,0.06,-0.03,0.037,0.075,0.043
ข้าง,0.224,0.257,-0.067,0.254,0.223
เหรียญทอง,0.866,0.82,0.0,0.713,0.8
เตาไฟ,0.06,0.037,-0.029,0.016,0.028
นกอีล้ำ,0.0,0.065,0.021,0.052,0.032
ทางพุทธศาสนา,0.0,0.0,0.0,0.066,0.022
เฉลียวฉลาด,0.064,0.07,0.0,0.184,0.106
กวาง,0.996,0.0,0.0,0.0,0.332
ปกป้อง,-0.31,0.257,-0.26,0.571,0.086
การเชื่อมต่อ,-0.25,0.059,0.29,-0.256,-0.246
พัด,0.264,-0.48,0.0,0.341,0.362
หนุนหลัง,0.854,-0.7,0.0,0.912,0.822
มอส,0.757,-0.91,0.0,0.0,0.556
ปานกลาง,0.031,0.125,0.081,0.138,0.071
ความฝัน,0.796,0.925,0.0,0.0,0.574
อันดับ,0.437,-0.304,0.0,0.588,0.443
นมพร่องมันเนย,-0.03,0.086,0.0,0.076,0.044
อีวา,0.0,0.085,0.0,0.146,0.077
เตียง,0.024,0.086,-0.025,0.077,0.054
ไขควง,0.0,0.0,-0.93,-0.86,-0.597
ฎีกา,0.0,0.943,0.0,0.0,0.314
พูด,-0.305,0.0,0.49,-0.428,-0.408
อำเภอใจ,0.946,0.828,0.0,0.944,0.906
ยอดเขาเอเวอเรสต์,0.0,0.076,0.0,0.063,0.046
โคลงเคลง,0.12,0.0,0.0,0.0,0.04
ไก่งวง,0.0,0.0,-0.98,-0.86,-0.613
ผ้าลินิน,0.053,0.068,-0.05,0.06,0.044
นิ้วชี้,0.074,0.114,0.0,0.126,0.105
ความเป็นกันเอง,0.102,0.262,-0.24,0.412,0.179
เครื่องหมายการค้า,-0.8,0.0,-0.92,0.0,-0.573
เด้ง,0.396,0.458,-0.42,-0.435,-0.0
อัคนิ,0.038,0.0,-0.07,-0.06,-0.031
อาราม,0.569,0.46,0.004,0.174,0.4
ไพ่,0.426,-0.252,-0.035,0.324,0.322
การชน,-0.49,-0.015,0.0,-0.48,-0.318
หลีกเลี่ยง,-0.18,0.0,-0.325,-0.747,-0.417
ผู้เคราะห์ร้าย,-0.85,0.0,0.872,-0.94,-0.887
อำนาจควบคุม,0.0,0.203,-0.13,0.18,0.084
รอบเอว,0.0,0.0,0.0,-0.08,-0.027
ทรงห่วงยาง,-0.05,0.069,0.064,0.115,0.023
ทางกฎหมาย,0.064,0.144,-0.019,0.152,0.114
หลงรัก,-0.016,-0.265,0.49,0.168,-0.024
บังเอิญ,-0.425,-0.27,0.467,-0.097,-0.24
จุดประสงค์,-0.05,0.278,-0.17,0.319,0.126
โปรแกรมเมอร์,0.0,0.0,0.0,0.072,0.024
ปรากฏการณ์วิทยา,0.51,-0.87,0.0,0.775,0.718
เบ็ด,0.793,0.847,0.0,0.0,0.547
โรงเรียนประจำ,-0.04,0.088,0.013,0.069,0.035
ผลัด,0.963,-0.85,0.0,0.941,0.918
การนอกใจ,-0.94,0.0,0.944,-0.9,-0.928
เหนียวเหนอะหนะ,0.746,0.943,0.0,0.0,0.563
สมอง,-0.02,0.52,-0.065,0.432,0.289
เข้าท่า,0.674,0.531,0.0,0.579,0.595
จิตเวชศาสตร์,-0.59,0.0,0.911,-0.87,-0.79
กีฬาแบดมินตัน,0.059,-0.04,0.014,0.0,0.028
ขอบฟ้า,0.824,-0.78,0.0,0.0,0.535
แท้งลูก,-0.62,0.0,0.784,-0.86,-0.755
อวตาร,-0.78,0.0,0.74,-0.94,-0.82
ขุด,-0.09,0.0,-0.029,-0.02,-0.046
ภาษีเงินได้,0.559,-0.84,0.0,0.92,0.773
ระบำ,0.584,-0.78,0.0,0.546,0.637
เอง,0.068,0.369,-0.45,0.0,-0.004
อัประมาณ,-0.883,0.0,0.49,-0.243,-0.539
พระบาท,0.0,0.078,0.027,0.196,0.082
ผักสด,0.026,0.08,0.043,0.064,0.042
การลดหย่อนผ่อนโทษ,-0.79,0.0,0.651,-0.75,-0.73
ป่าวร้อง,0.908,0.913,0.0,0.0,0.607
สั่นสะท้าน,-0.87,0.0,0.882,-0.56,-0.771
คลื่นยักษ์,-0.07,0.0,0.073,-0.26,-0.134
เน่าเหม็น,-0.86,0.0,0.644,-0.88,-0.795
หลับเป็นตาย,-0.6,0.0,0.541,-0.52,-0.554
วงดนตรี,-0.5,0.0,0.902,-0.54,-0.647
วิทยาศาสตร์ประยุกต์,0.0,0.922,0.0,0.834,0.585
ภูมิทัศน์,-0.89,0.0,-0.99,0.0,-0.627
ภูมิคุ้มกัน,-0.39,0.0,-0.425,0.408,-0.136
ขึ้นรถไฟ,0.781,-0.72,0.0,0.587,0.696
น้ำลาย,0.064,0.076,-0.06,0.086,0.055
ทุเลา,-0.05,-0.04,0.0,-0.09,-0.033
เสือดำ,-0.9,0.0,0.569,-0.96,-0.81
ล็อกเก็ต,0.0,0.177,0.0,0.126,0.101
ซุ้มประตู,0.906,0.811,0.0,0.0,0.572
น้ำแร่,0.728,-0.51,0.0,0.811,0.683
บาสเก็ตบอล,0.784,-0.78,0.0,0.0,0.521
หลอกหลอน,-0.13,0.071,0.694,-0.67,-0.474
อีเลียด,-0.71,0.0,0.885,0.0,-0.532
เจ้าบ้าน,0.033,0.037,0.0,0.042,0.037
ถุงน้ำ,-0.78,0.0,0.855,-0.99,-0.875
ความต้านทาน,-0.78,0.0,-0.85,0.0,-0.543
ธรรมนูญ,0.036,0.082,-0.485,-0.322,-0.23
พันเอก,0.045,0.0,0.0,0.088,0.044
เทววิทยา,0.664,-0.57,0.0,0.981,0.738
ค่าธรรมเนียม,-0.83,0.0,-0.84,0.0,-0.557
การพักผ่อนหย่อนใจ,0.097,-0.17,0.072,-0.07,0.042
ทำ,0.165,-0.249,0.102,0.223,0.178
หมดแรง,0.297,-0.183,0.622,-0.241,-0.128
น้อยลง,-0.22,-0.01,0.493,-0.534,-0.412
ความลำบาก,-0.39,-0.205,0.126,0.026,-0.095
พวกพ้อง,0.72,0.0,0.0,0.879,0.533
ปลายนิ้ว,0.883,-0.59,0.0,0.533,0.669
ข้างๆ,0.316,0.341,-0.105,0.318,0.29
ปลดเกษียณ,0.078,0.088,-0.07,0.0,0.032
เก๊,-0.17,0.076,0.031,-0.564,-0.23
ความเห็นอกเห็นใจ,0.841,0.0,0.0,0.608,0.483
อพยพ,0.036,0.058,0.421,-0.292,-0.206
ผู้จัดการโรงแรม,0.0,0.084,0.0,0.083,0.056
ตลาดหุ้น,-0.03,0.125,0.0,0.105,0.067
ๆ,-0.071,0.123,0.091,-0.013,-0.017
เพื่อน,0.598,-0.071,-0.045,0.43,0.351
จานร่อน,0.718,0.728,0.0,0.0,0.482
ได้รับอิสรภาพ,0.734,0.772,0.0,0.841,0.782
ต้นตอ,0.021,0.079,0.011,0.118,0.069
ยิ้มแฉ่ง,0.715,0.0,0.0,0.77,0.495
ไม่ระมัดระวัง,0.0,0.0,-0.9,-0.82,-0.573
พัดกระหน่ำ,-0.78,0.0,0.906,-0.54,-0.742
ศักดินา,0.976,-0.5,0.0,0.853,0.776
การลงโทษ,-0.89,0.0,0.974,-0.98,-0.948
รายปี,0.0,0.0,0.0,0.7,0.233
ฟ้า,0.754,0.749,0.0,0.0,0.501
กระดูกอก,0.023,0.085,-0.04,0.088,0.052
ยืดเวลา,0.406,0.076,-0.06,0.585,0.336
เสียงอึกทึก,-0.65,0.0,0.858,-0.83,-0.779
เพชรน้ำหนึ่ง,0.757,-0.82,0.0,0.982,0.853
ยอดเยี่ยม,0.693,-0.52,0.0,0.82,0.678
น่าเบื่อ,-0.475,0.0,0.386,-0.95,-0.604
โรงหนัง,0.0,0.08,0.0,0.0,0.027
ลูกดิ่ง,0.978,0.983,0.0,0.0,0.654
ทำให้ลำบากใจ,-0.74,0.0,0.622,-0.86,-0.741
ซ่อนตัว,-0.13,0.07,-0.1,0.104,-0.019
ดาราจักร,0.0,0.706,0.0,0.847,0.518
ถีบจักรยาน,0.118,-0.06,0.075,0.086,0.063
วาววับ,0.987,0.0,0.0,0.786,0.591
ขิง,0.077,0.0,0.0,0.0,0.026
มารดา,0.108,-0.04,0.043,0.065,0.057
เจ็ด,0.0,0.0,0.063,-0.03,-0.031
ตะเพิด,0.0,0.0,0.0,-0.07,-0.023
สะดุด,-0.84,0.0,-0.104,-0.76,-0.568
อาหารมื้อกลางวัน,0.078,0.0,0.0,0.0,0.026
เก็บเงิน,0.172,0.399,-0.2,0.227,0.199
การจาม,0.0,0.0,-0.87,-0.975,-0.615
เศษกระดาษ,-0.95,0.0,0.0,-0.73,-0.56
จ้ำม่ำ,0.0,0.0,0.708,-0.8,-0.503
ขอทาน,0.007,0.081,0.558,-0.598,-0.356
ผักกาดหอม,0.0,0.0,0.053,-0.03,-0.028
จากไป,0.33,-0.405,-0.13,-0.07,0.178
ความมีหน้ามีตา,0.0,0.737,0.0,0.914,0.55
สายวัด,0.875,0.972,0.0,0.0,0.616
ชักใย,0.038,0.0,0.031,0.124,0.044
เสลด,0.0,0.0,0.0,-0.96,-0.32
เพื่อนร่วมห้อง,0.0,0.714,0.0,0.754,0.489
หอสูง,0.029,0.233,0.019,0.246,0.163
ตัว,0.043,0.426,0.188,-0.26,0.007
แพชูชีพ,0.044,-0.03,0.037,0.089,0.042
การคุกคาม,-0.337,0.0,-0.022,-0.637,-0.332
แตกหน่อ,-0.278,-0.037,-0.01,-0.393,-0.215
ชีวิตคู่,0.812,0.982,0.0,0.777,0.857
พริ้ง,0.406,0.492,-0.375,-0.071,0.151
เพื่อนชาย,0.033,0.076,0.0,0.066,0.058
ตู้จดหมาย,0.0,0.0,0.0,0.101,0.034
ย่านเสื่อมโทรม,-0.88,0.0,0.0,-0.73,-0.537
กางเกงใน,-0.73,0.0,0.997,-0.86,-0.862
การไป,0.0,0.153,-0.07,0.245,0.109
มวยผม,0.035,-0.04,0.038,0.088,0.042
ชายชู้,-0.54,0.0,0.691,-0.96,-0.73
หลวง,0.464,0.081,-0.01,0.217,0.251
เดินเล่น,-0.515,0.0,-0.485,0.0,-0.333
อาจม,-0.69,0.0,0.936,-0.87,-0.832
ดาวน์,-0.74,0.241,-0.42,0.0,-0.306
ตะแกรงย่าง,0.061,-0.04,0.0,0.0,0.034
โดยทั่วไป,-0.825,0.0,0.0,-0.86,-0.562
ศีรษะ,-0.8,0.0,0.522,-0.83,-0.717
ทางด่วน,0.724,-0.735,0.0,0.851,0.77
ตกราง,-0.57,0.0,0.814,-0.8,-0.728
คนทั่วไป,0.044,0.075,0.019,0.081,0.06
การเปิดเผย,-0.01,0.44,-0.055,0.458,0.278
ยิงจรวด,-0.02,-0.02,0.0,-0.12,-0.04
พลุสัญญาณ,-0.02,0.0,0.035,-0.07,-0.042
สุราเมรัย,0.186,-0.1,0.046,0.0,0.08
ช่องขายตั๋ว,0.0,0.0,-0.06,-0.06,-0.04
เศรษฐกิจ,0.067,0.172,0.0,0.121,0.12
ร่อแร่,0.0,0.0,0.915,-0.73,-0.548
ค่าตั๋ว,-0.03,0.29,-0.12,0.203,0.114
ผู้พิมพ์โฆษณา,0.889,0.726,0.0,0.0,0.538
ห้องค้นคว้า,0.061,0.179,0.0,0.177,0.139
เวลาเล่น,-0.07,0.185,0.031,0.096,0.06
ต่างจังหวัด,0.716,-0.51,0.0,0.647,0.624
ลูกเจี๊ยบ,0.042,0.088,0.0,0.0,0.043
กระดูกท้ายทอย,0.681,-0.63,0.0,0.647,0.653
ผ้ากระสอบ,0.208,-0.214,0.301,-0.012,0.036
ที่ชาร์จแบต,0.664,-0.92,0.0,0.797,0.794
คลาริเน็ต,-0.82,0.0,0.925,0.0,-0.582
รีซีฟเวอร์,0.0,0.0,0.0,0.168,0.056
มายากล,0.818,0.913,0.0,0.825,0.852
ผลิตผล,0.0,0.243,0.0,0.218,0.154
สรุปผล,0.0,0.175,0.084,0.133,0.075
วัยผู้ใหญ่,0.451,0.488,-0.03,0.05,0.32
คนเลี้ยงเด็ก,0.0,0.864,0.0,0.751,0.538
หายใจออก,0.757,0.75,0.0,0.0,0.502
ไหลบ่า,0.0,-0.75,-0.98,-0.88,-0.37
ทะเลาะ,-0.85,0.0,0.873,-0.96,-0.894
ผ้าอ้อม,0.778,-0.93,0.0,0.578,0.762
หมอความ,0.0,0.124,0.0,0.06,0.061
ปากกาเน้นข้อความ,0.73,-0.96,0.0,0.0,0.563
ถ้วยกาแฟ,0.095,0.0,0.0,0.0,0.032
ยุติธรรม,0.713,0.0,0.0,0.746,0.486
คาราเมล,-0.72,0.0,0.0,-0.84,-0.52
ฝึกซ้อม,0.425,-0.29,-0.03,0.348,0.344
เครื่องดับเพลิง,0.7,-0.82,0.0,0.0,0.507
เครื่องบินไอพ่น,0.877,-0.75,0.0,0.0,0.542
ผู้สื่อสาร,0.749,0.724,0.0,0.0,0.491
การล่อ,0.712,0.0,0.0,0.0,0.237
ปฏิบัติหน้าที่,0.0,0.532,-0.025,0.102,0.203
ข้อนิ้วมือ,0.542,-0.57,0.0,0.929,0.68
สุเหร่ายิว,0.0,0.209,0.026,0.184,0.122
รีสอร์ท,-0.91,0.0,0.812,0.0,-0.574
เปียกชื้น,0.0,-0.03,0.05,-0.14,-0.053
ระหัด,-0.78,0.0,0.699,-0.8,-0.76
สี่เหลี่ยมจัตุรัส,0.852,0.943,0.0,0.0,0.598
ลอบวางเพลิง,-0.03,-0.02,-0.11,-0.08,-0.067
เจ้า,0.044,0.095,0.0,0.083,0.074
ทันใดนั้น,0.355,0.178,0.0,-0.009,0.175
ด้านนอก,-0.52,0.0,0.783,-0.97,-0.758
ด้านล่าง,0.908,-0.74,0.0,0.0,0.549
หยั่งรู้,-0.52,0.0,0.65,-0.66,-0.61
ความปลอดภัย,0.082,0.319,-0.1,0.147,0.149
การว่ายน้ำ,-0.3,0.0,0.471,-0.505,-0.425
เชื้อหมัก,0.435,0.448,0.0,0.029,0.304
โคจร,0.04,0.144,-0.07,0.122,0.079
รวมกัน,0.052,-0.252,0.304,-0.131,-0.044
อะลูมิเนี่ยม,0.057,0.0,0.012,0.08,0.042
เหี้ย,-0.1,-0.138,0.169,-0.006,-0.046
ผู้รับพินัยกรรม,-0.65,0.0,0.808,-0.69,-0.716
บรา,0.0,-0.07,0.099,-0.1,-0.043
การเตะ,0.222,0.184,0.321,-0.326,-0.08
ร้าง,0.0,0.0,-0.75,-0.74,-0.497
พูดเบาๆ,0.96,0.762,0.0,0.0,0.574
ม้านั่ง,0.06,-0.04,0.005,-0.02,0.025
คาบเกี่ยวกัน,-0.58,0.0,0.715,-0.59,-0.628
ลับสมอง,0.846,0.995,0.0,0.0,0.614
สาปแช่ง,-0.425,0.054,0.302,-0.51,-0.394
พูดแย้ง,0.0,0.0,-0.78,-0.88,-0.553
การตัดผม,-0.09,0.0,0.0,0.0,-0.03
โต๊ะกลม,0.0,0.214,0.012,0.208,0.137
งานแต่งงาน,0.768,0.97,0.0,0.773,0.837
ผู้แข่งขัน,-0.08,-0.03,0.0,-0.05,-0.033
ประมาณค่า,0.0,-0.84,0.0,0.901,0.58
ภาคส่วน,0.0,0.312,-0.1,0.207,0.14
ชนเผ่า,0.989,0.952,0.0,0.0,0.647
วันอีสเตอร์,0.908,0.991,0.0,0.0,0.633
ความเข้ากันได้,0.587,0.698,-0.53,0.52,0.425
ไม่มีฟัน,-0.92,0.0,0.0,-0.88,-0.6
หิมะถล่ม,0.0,-0.03,-0.1,-0.07,-0.047
หมับ,0.0,0.985,0.0,0.961,0.649
การขนส่ง,0.0,-0.005,0.022,0.023,0.002
หมอดู,0.083,0.0,0.0,0.075,0.053
เมทานอล,-0.91,0.0,0.65,-0.59,-0.717
การวาง,0.0,0.306,-0.05,0.134,0.13
แม่เลี้ยง,0.02,0.209,-0.14,0.202,0.097
สาบาน,-0.25,0.089,-0.28,0.141,-0.1
กรด,0.071,0.0,-0.08,-0.09,-0.033
ลา,-0.01,-0.01,0.0,0.005,0.002
คิดตังค์,-0.03,0.249,-0.06,0.102,0.087
ไม่ได้ตั้งใจ,0.0,0.0,-0.93,-0.98,-0.637
ยกทรง,0.0,-0.07,0.099,-0.1,-0.043
